,Unnamed: 0,id,alias,name,is_closed,phone,address1,address2,address3,city,zip_code,country,state,display_address,latitude,longitude
269,269,HuGDqxIabvjuqyYUwI-CcQ,retirement_homes,Timber Ridge at Talus,False,14254275200,100 Timber Ridge Way,,,Issaquah,98027,US,WA,"['100 Timber Ridge Way', 'Issaquah, WA 98027']",47.531690000000005,-122.06636
270,270,Xf11MOZdYhN6-ifZ70ScxA,retirement_homes,Emerald Heights,False,14255568100,10901 176th Cir NE,,,Redmond,98052,US,WA,"['10901 176th Cir NE', 'Redmond, WA 98052']",47.696953,-122.105659
276,276,DuVJ4VtGUxLUJvSu1QU2gg,retirement_homes,Emeritus at Monroe,False,13606373927,15465 179th Ave SE,,,Monroe,98272,US,WA,"['15465 179th Ave SE', 'Monroe, WA 98272']",47.857637,-121.99063899999999
282,282,PqSFsHL5gOvLHzvfDJVV3w,retirement_homes;memorycare,Sagebrook Senior Living at Bellevue,False,14256414900,15750 NE 15th St,,,Bellevue,98008,US,WA,"['15750 NE 15th St', 'Bellevue, WA 98008']",47.623521000000004,-122.130058
294,294,Ykhhjqw6An1P1DJA1mBI8w,retirement_homes,Senior Services of Snohomish County,False,14253551112,8225 44th Ave W,Ste O,,Mukilteo,98275,US,WA,"['8225 44th Ave W', 'Ste O', 'Mukilteo, WA 98275']",47.92347,-122.29123
307,307,7HfayRoKcgq2nHteKC79zA,memorycare;retirement_homes,Sunrise of Bothell,False,14254873245,10605 NE 185th Street,,,Bothell,98011,US,WA,"['10605 NE 185th Street', 'Bothell, WA 98011']",47.761720000000004,-122.19882
318,318,SBBzZ8coOh6_ZqWsQmBHUg,retirement_homes,BETHANY AT PACIFIC,False,14252595508,916 Pacific Ave,,,Everett,98201,US,WA,"['916 Pacific Ave', 'Everett, WA 98201']",47.9755516052246,-122.216506958008
323,323,8Hl3YRtQhA5LWsC1r4K3cg,retirement_homes,Cascadian Place,False,14253667805,3915 Colby Ave,,,Everett,98201,US,WA,"['3915 Colby Ave', 'Everett, WA 98201']",47.9652561,-122.20722759999998
326,326,jbyhd_TrLHO5Mw-CsB3WoA,retirement_homes,The Savoy at Lake City,False,12064828808,13730 Lake City Way NE,,,Seattle,98125,US,WA,"['13730 Lake City Way NE', 'Seattle, WA 98125']",47.729440000000004,-122.29188
327,327,jYtrWibBoCchFE_xki8fiQ,retirement_homes,Joy Adult Family Home,False,12063649436,15553 27th Ave NE,,,Shoreline,98155,US,WA,"['15553 27th Ave NE', 'Shoreline, WA 98155']",47.74253,-122.29961999999999
328,328,EB7mKcprPGTe1_r0aOQGTw,retirement_homes,Broadview Adult Family Home,False,12062496588,103 NW 140th St,,,Seattle,98177,US,WA,"['103 NW 140th St', 'Seattle, WA 98177']",47.73035,-122.35864
330,330,kv4d8UMx-N8CgmKEhAoFOw,retirement_homes,GenCare Lake City at Remington Place,False,12069658574,3025 NE 137th St,,,Seattle,98125,US,WA,"['3025 NE 137th St', 'Seattle, WA 98125']",47.72742,-122.29535
333,333,Us1IgsvStVxjpYZB1ol3eA,retirement_homes,The Lodge At Sherwood Village,False,13606813100,660 Evergreen Farm Way,,,Sequim,98382,US,WA,"['660 Evergreen Farm Way', 'Sequim, WA 98382']",48.093421,-123.11585600000001
334,334,KV6sl-9GAV4igUMR5Vogkg,retirement_homes,Dungeness Courte Alzheimer's Community,False,13605829309,651 Garry Oak Dr,,,Sequim,98382,US,WA,"['651 Garry Oak Dr', 'Sequim, WA 98382']",48.0863428115845,-123.114687278867
337,337,RBQwo5nOnFGwbIgZwkC0UA,retirement_homes,Bayview Retirement Community,False,12062847330,11 W Aloha St,,,Seattle,98119,US,WA,"['11 W Aloha St', 'Seattle, WA 98119']",47.6268375,-122.35736999999999
339,339,jGV7aPMPY51ldz2YD9bIPw,retirement_homes,GenCare Seattle: Ballard Landmark,False,12067824000,5433 Leary Ave NW,,,Seattle,98107,US,WA,"['5433 Leary Ave NW', 'Seattle, WA 98107']",47.667859867215206,-122.383639812469
342,342,kvzaGMmAP-ypLUY4CpBCVg,retirement_homes,the Hearthstone,False,12065259666,6720 E Green Lake Way N,,,Seattle,98103,US,WA,"['6720 E Green Lake Way N', 'Seattle, WA 98103']",47.67808,-122.32916999999999
345,345,bC-m4INaWy5hEghxISGosQ,retirement_homes,Mirabella Seattle,False,12062541400,116 Fairview Ave N,,,Seattle,98109,US,WA,"['116 Fairview Ave N', 'Seattle, WA 98109']",47.619236,-122.33402079999999
346,346,UBWGf9dIq8jm5vksKCRpvw,retirement_homes,European Senior Care,False,12069313997,3716 55th Ave SW,,,Seattle,98116,US,WA,"['3716 55th Ave SW', 'Seattle, WA 98116']",47.5705795288086,-122.402481079102
347,347,asJ1hJrZ55r0oohQ9JSq2Q,retirement_homes,Northaven Retirement Apartments,False,12063628077,11045 8th Ave NE,,,Seattle,98125,US,WA,"['11045 8th Ave NE', 'Seattle, WA 98125']",47.7099189758301,-122.32159423828101
353,353,qU-mPBiCG2EIg8-mti-rnw,retirement_homes,Ida Culver House Ravenna,False,12064523188,2315 NE 65th St,,,Seattle,98115,US,WA,"['2315 NE 65th St', 'Seattle, WA 98115']",47.6754054,-122.30159350000001
365,365,nMDtg4bTWDn1vBK1T_3dfA,retirement_homes,Nikkei Manor,False,12067266460,700 6th Ave S,Apt 222,,Seattle,98104,US,WA,"['700 6th Ave S', 'Apt 222', 'Seattle, WA 98104']",47.5962924957275,-122.326293513179
367,367,2bNQ4ksNK4JZnOS_RfA0qg,retirement_homes,Skyline,False,12064071700,725 9th Ave,,,Seattle,98104,US,WA,"['725 9th Ave', 'Seattle, WA 98104']",47.60652,-122.32628999999999
368,368,1nUG9rHT22vOBuGLVAh-VQ,retirement_homes,University House Wallingford,False,12064523209,4400 Stone Way N,,,Seattle,98103,US,WA,"['4400 Stone Way N', 'Seattle, WA 98103']",47.660314,-122.34140900000001
369,369,JMqHA1nkk7fX86Cdq0FE-w,retirement_homes,Pearly Jones Home,False,12062844088,2830 26th Ave W,,,Seattle,98199,US,WA,"['2830 26th Ave W', 'Seattle, WA 98199']",47.6456,-122.3898
370,370,ABxLkSGcTws5iJ0TYueVCw,retirement_homes,Providence Heritage House At the Market,False,12063824119,1533 Western Ave,Apt 208,,Seattle,98101,US,WA,"['1533 Western Ave', 'Apt 208', 'Seattle, WA 98101']",47.6090138,-122.34196670000001
371,371,5UCj8GaGEmi9pzyjNFpKUg,retirement_homes,Murano Senior Living,False,12062024620,620 Terry Ave,,,Seattle,98104,US,WA,"['620 Terry Ave', 'Seattle, WA 98104']",47.60667,-122.323921
376,376,6SGAqzfEz_d_DIlAImgfvA,retirement_homes,Brookdale Admiral Heights,False,12068661711,2326 California Ave SW,,,Seattle,98116,US,WA,"['2326 California Ave SW', 'Seattle, WA 98116']",47.58210754394529,-122.38610076904301
377,377,cxQwD_Fbo8WwENiTpjp7zA,retirement_homes,Nikkei Concerns,False,12063237100,1601 E Yesler Way,,,Seattle,98122,US,WA,"['1601 E Yesler Way', 'Seattle, WA 98122']",47.601318400000004,-122.31088259999999
379,379,TMAd5B1EPbv705Slzq60eQ,retirement_homes,The Kenney,False,12069372800,7125 Fauntleroy Way SW,,,Seattle,98136,US,WA,"['7125 Fauntleroy Way SW', 'Seattle, WA 98136']",47.539134979248,-122.392036437988
380,380,jPE5_31W4LUB-C2bvxJlnA,retirement_homes,Emeritus Senior Living,False,12062982909,3131 Elliot Ave,Ste 500,,Seattle,98121,US,WA,"['3131 Elliot Ave', 'Ste 500', 'Seattle, WA 98121']",47.6179,-122.35811000000001
383,383,TbTR9iqSINOBOsikx3jRtw,retirement_homes,The Cannon House,False,12067091777,113 23rd Ave S,,,Seattle,98144,US,WA,"['113 23rd Ave S', 'Seattle, WA 98144']",47.6011499,-122.30256000000001
391,391,N7T9DooJp8xxgrMhWhQTdQ,retirement_homes,Presbyterian Retirement Communities Northwest,False,12068262111,715 9th Ave,Ste 400,,Seattle,98104,US,WA,"['715 9th Ave', 'Ste 400', 'Seattle, WA 98104']",47.60638,-122.32585
398,398,Uijven1jF5tKekB-sYWsfg,homehealthcare;retirement_homes,The Langland House Adult Family Home,False,12067181700,9619 15th Ave NW,,,Seattle,98117,US,WA,"['9619 15th Ave NW', 'Seattle, WA 98117']",47.69962,-122.37716
401,401,2kZb4hRgtfZIcBSY_ChNmQ,retirement_homes,Sagebrook Senior Living At Ballard,False,12067891900,1710 NW 57th St,,,Seattle,98107,US,WA,"['1710 NW 57th St', 'Seattle, WA 98107']",47.6704025268555,-122.379829406738
404,404,fUMAdG78ygd322TuLGhSPA,retirement_homes,Era Living,False,12064708000,400 Union St,,,Seattle,98101,US,WA,"['400 Union St', 'Seattle, WA 98101']",47.6095191,-122.3354351
406,406,1JPhSKqfgpRVg4PezR-GRQ,retirement_homes,Emeritus,False,12068661710,4611 35th Ave SW,,,Seattle,98126,US,WA,"['4611 35th Ave SW', 'Seattle, WA 98126']",47.5619344905931,-122.376219924615
408,408,vRlPs9u3s7jrWrhjzDu7qQ,retirement_homes,Lilac Adult Family Home,False,12067677060,4535 14th Ave S,,,Seattle,98108,US,WA,"['4535 14th Ave S', 'Seattle, WA 98108']",47.562495,-122.31516200000002
412,412,87zIvD2t55KJqpH-GLVplg,retirement_homes,Bridge Park,False,18448832593,3204 SW Morgan St,,,Seattle,98126,US,WA,"['3204 SW Morgan St', 'Seattle, WA 98126']",47.5453797621204,-122.373479604721
424,424,8Z-gtmB8RH-i_DWa6KeNbA,retirement_homes,Genessis Adult Family Home,False,18669408918,7528 124th Ave NE,,,Kirkland,98033,US,WA,"['7528 124th Ave NE', 'Kirkland, WA 98033']",47.672540000000005,-122.17428999999998
425,425,bi2mfa6X026vKwY2-wUIzw,retirement_homes,The Bellettini,False,14254500800,1115 108th Ave NE,,,Bellevue,98004,US,WA,"['1115 108th Ave NE', 'Bellevue, WA 98004']",47.6206,-122.19666000000001
435,435,eV4OK4QctQyBGjuVi0Z8VQ,retirement_homes,Madison House,False,14252439985,12215 NE 128th St,,,Kirkland,98034,US,WA,"['12215 NE 128th St', 'Kirkland, WA 98034']",47.7134799,-122.17698
441,441,JhnURSMnCtzf1zTEiH21dg,retirement_homes,The Gardens At Town Square,False,14256881900,933 111th Ave NE,,,Bellevue,98004,US,WA,"['933 111th Ave NE', 'Bellevue, WA 98004']",47.6187192,-122.192048
459,459,PppydeyZ9pqaA186xLmDvw,hospice;retirement_homes,Emeritus at Kirkland,False,14259474978,6505 Lakeview Drive Northeast,,,Kirkland,98033,US,WA,"['6505 Lakeview Drive Northeast', 'Kirkland, WA 98033']",47.664654,-122.20533
471,471,xVI1mrukDilL3n4DCXuTeA,retirement_homes,Bellevue Heights South,False,14256417262,12033 SE 42nd Ct,,,Bellevue,98006,US,WA,"['12033 SE 42nd Ct', 'Bellevue, WA 98006']",47.571376,-122.178634
491,491,yY89Zsubymn7zqsYT_cOJw,retirement_homes,Twilight Adult Family Homes,False,12062365166,3321 72nd Ave SE,,,Mercer Island,98040,US,WA,"['3321 72nd Ave SE', 'Mercer Island, WA 98040']",47.580659999999995,-122.24348
505,505,89fpAqFmBiZIRuksmu4T3w,retirement_homes,Aljoya Mercer Island,False,12064523195,2430 76th Ave SE,,,Mercer Island,98040,US,WA,"['2430 76th Ave SE', 'Mercer Island, WA 98040']",47.5881815,-122.2374159
512,512,t_Uhv5wz9udLf1uUl20hTQ,retirement_homes,Milestone Decisions,False,12088838262,611 S Main St,,,Moscow,83843,US,ID,"['611 S Main St', 'Moscow, ID 83843']",46.72964,-117.00178000000001
516,516,KSobzfxfW6BBAKYgR_UYyw,retirement_homes,Bishop Place Senior Living,False,15093349488,815 SE Klemgard,,,Pullman,99163,US,WA,"['815 SE Klemgard', 'Pullman, WA 99163']",46.7157997190952,-117.17087052762501
520,520,AFuVE7HSe9xjAeoxXBYzhQ,retirement_homes,Guardian Angel Homes - Liberty Lake,False,15098939300,23102 E Mission Ave,,,Liberty Lake,99019,US,WA,"['23102 E Mission Ave', 'Liberty Lake, WA 99019']",47.670331,-117.09427600000001
521,521,mCJoYqvGWyDmBY0TJ9wh7g,retirement_homes,Creekside Inn,False,12084954896,240 E Kathleen Ave,,,Coeur d'Alene,83815,US,ID,"['240 E Kathleen Ave', ""Coeur d'Alene, ID 83815""]",47.714903,-116.783152
527,527,37IhXMzsuGMrHh4f0Q6KAQ,retirement_homes,Cedar Gardens Adult Family Home,False,13605016622,26 W Pine Ln,,,Longview,98632,US,WA,"['26 W Pine Ln', 'Longview, WA 98632']",46.169059999999995,-122.98673000000001
528,528,zyndN10whDYHHW7UbdVwrg,retirement_homes,Canterbury Park,False,13602005975,1335 3rd Ave,,,Longview,98632,US,WA,"['1335 3rd Ave', 'Longview, WA 98632']",46.1359977722168,-122.922882080078
656,656,gqWDuEmZxsV3qQ8CzFmJHg,retirement_homes,Jamie's Place & Mountain View,False,15099964417,109 Norfolk Rd,,,Winthrop,98862,US,WA,"['109 Norfolk Rd', 'Winthrop, WA 98862']",48.470529268183896,-120.180183649063
692,692,HELFADnxnd2dS28_B1V40A,retirement_homes,Highgate Senior Living,False,13605717272,9803 NE Hazel Dell Ave,,,Vancouver,98665,US,WA,"['9803 NE Hazel Dell Ave', 'Vancouver, WA 98665']",45.692676,-122.668995
693,693,t4sZXJQ8hQ-JVtwypLCQhg,retirement_homes,The Quarry Senior Living,False,13609446000,415 SE 177th Ave,,,Vancouver,98683,US,WA,"['415 SE 177th Ave', 'Vancouver, WA 98683']",45.6190032958984,-122.489585876465
694,694,hMUmeTrCp7SppWz1sAxwyw,rehabilitation_center;retirement_homes,ManorCare Health Services-Salmon Creek,False,13605745247,2811 N.E. 139th Street,,,Vancouver,98686,US,WA,"['2811 N.E. 139th Street', 'Vancouver, WA 98686']",45.72104,-122.64204
696,696,qz5Fgz1rNPXcatG8qF3SQw,retirement_homes,Kamlu Retirement Inn-Vancouver,False,13602484823,1000 NE 82nd Ave,,,Vancouver,98664,US,WA,"['1000 NE 82nd Ave', 'Vancouver, WA 98664']",45.628598,-122.58939170000001
697,697,PLv5V2NVyEISqRvSPGCKTA,retirement_homes;nonprofit,Knights Of Pythias Retirement Center,False,13606964375,3409 Main St,,,Vancouver,98663,US,WA,"['3409 Main St', 'Vancouver, WA 98663']",45.6465467649201,-122.667396068573
698,698,ssgiBnaeWT8ZNhsid8fEbQ,hospice;retirement_homes,Emeritus at Fisher's Landing,False,13608590286,17171 Southeast 22nd Drive,,,Vancouver,98683,US,WA,"['17171 Southeast 22nd Drive', 'Vancouver, WA 98683']",45.60423,-122.49716000000001
699,699,6xgQ5BPM8MAGJBsOFGMJBg,hospice;retirement_homes,Stonebridge,False,13608590285,7900 NE Vancouver Mall Dr,,,Vancouver,98662,US,WA,"['7900 NE Vancouver Mall Dr', 'Vancouver, WA 98662']",45.658573150634794,-122.591796875
701,701,SffcPhjqI8TLp2Ht3q-GNw,retirement_homes,The Heights At Columbia Knoll,False,15032031094,8320 NE Sandy Blvd,Apt 256,,Portland,97220,US,OR,"['8320 NE Sandy Blvd', 'Apt 256', 'Portland, OR 97220']",45.5525401,-122.57801189999999
702,702,F2UeYVj1cM_ijD8q-FQleg,retirement_homes,Assumption Village,False,19713133083,9121 N Burr Ave,,,Portland,97203,US,OR,"['9121 N Burr Ave', 'Portland, OR 97203']",45.59101,-122.74073999999999
703,703,LJYd3bTHcxZ1pdBJyVW9Ww,retirement_homes,The Bedford,False,13602484731,13303 SE Mcgillivray Blvd,,,Vancouver,98683,US,WA,"['13303 SE Mcgillivray Blvd', 'Vancouver, WA 98683']",45.609859,-122.535901
704,704,tkR4KN6AiLF6VoABw0N8uw,retirement_homes,Burbery Adult Family Home,False,13604339754,14116 NE 36th St,,,Vancouver,98682,US,WA,"['14116 NE 36th St', 'Vancouver, WA 98682']",45.6482543945312,-122.527053833008
706,706,M3bgsTjp82sVsKN1dFvxPw,retirement_homes,The Hampton At Salmon Creek Memory Care Community,False,13602000776,2305 NE 129th St,,,Vancouver,98686,US,WA,"['2305 NE 129th St', 'Vancouver, WA 98686']",45.7140388,-122.64771270000001
707,707,7VMFyxGitlwJhiEaNsG2Ew,retirement_homes,The GoodLife Adult Family Home,False,13608926003,14007 SE 28th St,,,Vancouver,98683,US,WA,"['14007 SE 28th St', 'Vancouver, WA 98683']",45.600969899999996,-122.52756000000001
709,709,lEBDrO64XCOROlqzgaixKw,retirement_homes,Parkview Christian Retirement Community,False,15032557160,1825 NE 108th Ave,,,Portland,97220,US,OR,"['1825 NE 108th Ave', 'Portland, OR 97220']",45.5356295,-122.5519615
710,710,b3qAwtJNZyPE3fBIZo4SFg,retirement_homes,Parkrose Chateau,False,15035059921,3141 NE 148th Ave,,,Portland,97230,US,OR,"['3141 NE 148th Ave', 'Portland, OR 97230']",45.5452822634565,-122.511331691203
712,712,F9WprgOPVOlbHYXxcZ4Sug,retirement_homes,Courtyard Fountains Retirement Community,False,18887206169,1545 SE 223rd Ave,,,Gresham,97030,US,OR,"['1545 SE 223rd Ave', 'Gresham, OR 97030']",45.5120964050293,-122.434799194336
715,715,gsbjN3R5D2lY6OJQZ9xG5w,retirement_homes,Courtyard At Mt. Tabor,False,15037880896,6125 SE Division St,,,Portland,97206,US,OR,"['6125 SE Division St', 'Portland, OR 97206']",45.50593,-122.60011999999999
716,716,1r7l-c1ZdzskMkEMwswQuw,retirement_homes,Laurelhurst Village,False,15035354700,3060 SE Stark St,,,Portland,97214,US,OR,"['3060 SE Stark St', 'Portland, OR 97214']",45.519090000000006,-122.63298
717,717,dem12LySxk9j6oFNqsJNDA,retirement_homes,CherryWood Village Retirement Community,False,15034080404,1417 SE 107th Ave,,,Portland,97216,US,OR,"['1417 SE 107th Ave', 'Portland, OR 97216']",45.51366176773911,-122.553319927786
719,719,6YQ4I1hpyNaQnuKhHNoJsA,retirement_homes,Cornerstone Care Option,False,15037616621,12640 SE Bush St,,,Portland,97236,US,OR,"['12640 SE Bush St', 'Portland, OR 97236']",45.493759999999995,-122.53322
720,720,FruQkoJ5B913DPHrCSAN0A,retirement_homes,Farmington Square Gresham,False,15037662621,1655 NE 18th St,,,Gresham,97030,US,OR,"['1655 NE 18th St', 'Gresham, OR 97030']",45.5111671,-122.41578329999999
723,723,V1dQ2FhoCXMWfIqrskzPxQ,retirement_homes;personalcare;homehealthcare,Casa Shattuck Senior Care,False,15037647963,4711 SW Shattuck Rd,,,Portland,97221,US,OR,"['4711 SW Shattuck Rd', 'Portland, OR 97221']",45.489442,-122.73029199999999
724,724,vmYuxAJZArAFmzs3m8Ll3Q,retirement_homes,Elite Care,False,15036535656,4444 SEe Oatfield Hill Rd,,Oatfield Estates,Portland,97267,US,OR,"['4444 SEe Oatfield Hill Rd', 'Oatfield Estates', 'Portland, OR 97267']",45.4148555,-122.617052
725,725,sgDDg4vdd6xuUIYBPeUdTw,retirement_homes,Glenmoore Gracious Retirement Living,False,15033749564,12154 SE 114th Ct,,,Happy Valley,97086,US,OR,"['12154 SE 114th Ct', 'Happy Valley, OR 97086']",45.434021,-122.5460892
726,726,WcnaISQ29uHBXt1vDx7y9g,retirement_homes,Alpine House-Senior Skilled Care Living,False,15036469068,6760 SW Griffin Dr,,,Portland,97223,US,OR,"['6760 SW Griffin Dr', 'Portland, OR 97223']",45.473473,-122.747032
727,727,G1OgZ34Uq_UMQQXh23Q4ZA,retirement_homes;physicaltherapy;rehabilitation_center,Mirabella Portland,False,15036886400,3550 SW Bond Ave,,,Portland,97239,US,OR,"['3550 SW Bond Ave', 'Portland, OR 97239']",45.4974365234375,-122.670249938965
728,728,UBWc7kzew0QIpBE82_tp8g,nonprofit;retirement_homes,Fairlawn Good Samaritan Village,False,15036671965,1280 NE Kane Dr Ofc,,,Gresham,97030,US,OR,"['1280 NE Kane Dr Ofc', 'Gresham, OR 97030']",45.506393,-122.39819299999999
733,733,_UcAQEOlj0kSH0gEgQ9ssA,retirement_homes,Somerset Lodge,False,15036575659,8330 Cason Rd,,,Gladstone,97027,US,OR,"['8330 Cason Rd', 'Gladstone, OR 97027']",45.3894170229998,-122.583369238932
735,735,kjTYW5nNeDcsfIyFm0WFWQ,retirement_homes,The Stafford Retirement Community,False,15036364589,1200 Overlook Dr,,,Lake Oswego,97034,US,OR,"['1200 Overlook Dr', 'Lake Oswego, OR 97034']",45.3964649,-122.6906896
736,736,n-TtTnXnJhtErenNkiIZsg,retirement_homes,Willamette View,False,15036546581,12705 SE River Rd,,,Portland,97222,US,OR,"['12705 SE River Rd', 'Portland, OR 97222']",45.4302155,-122.6439463
737,737,FcnmdHFd8e1hay80NOXWGA,retirement_homes,Mary's Woods At Marylhurst,False,15036752004,17400 Holy Names Dr,,,Lake Oswego,97034,US,OR,"['17400 Holy Names Dr', 'Lake Oswego, OR 97034']",45.401315999999994,-122.6504
738,738,jxZBVWBXZjlbY-SXZfCEWQ,rehabilitation_center;retirement_homes,PRESTIGE POST-ACUTE & REHABILITATION CTR-GRESHAM,False,15036665600,405 NE 5th St,,,Gresham,97030,US,OR,"['405 NE 5th St', 'Gresham, OR 97030']",45.501880645752,-122.42711639404301
740,740,ZXnxVgPl2DjW65uz7lWmoQ,retirement_homes;physicaltherapy;rehabilitation_center,Holladay Park Plaza,False,15032886671,1300 NE 16th Ave,,,Portland,97232,US,OR,"['1300 NE 16th Ave', 'Portland, OR 97232']",45.531608608526,-122.649306914203
741,741,KAYnP4gaHDRncsDpD6_xjA,retirement_homes;nonprofit,Terwilliger Plaza,False,15032264911,2545 SW Terwilliger Blvd,,,Portland,97201,US,OR,"['2545 SW Terwilliger Blvd', 'Portland, OR 97201']",45.50446167,-122.68486833
742,742,FE_dW5ebuIcLPsogkWVbTQ,retirement_homes,A Caring Heart,False,13606088177,18405 NE Cedar Dr,,,Battle Ground,98604,US,WA,"['18405 NE Cedar Dr', 'Battle Ground, WA 98604']",45.755542,-122.52219299999999
743,743,l1l-_kguRfZbvmIknrV3Ng,retirement_homes,Friendship Health Center Holgate Center Complex,False,15032311411,3320 SE Holgate Blvd,,,Portland,97202,US,OR,"['3320 SE Holgate Blvd', 'Portland, OR 97202']",45.4901237487793,-122.631187438965
745,745,fQQMzZs2oF3mIse1rAYhVA,retirement_homes,Cherry Blossom Cottage,False,15032569777,11177 SE Cherry Blossom Dr,,,Portland,97216,US,OR,"['11177 SE Cherry Blossom Dr', 'Portland, OR 97216']",45.512771,-122.548239
746,746,zIMWqRNODxrr15mYg_xLZQ,retirement_homes,"Choice Senior Services, LLC",False,15033537870,8201 SE 17th Ave,,,Portland,97202,US,OR,"['8201 SE 17th Ave', 'Portland, OR 97202']",45.46345,-122.64733999999999
748,748,bUSxRRiJcXVPBjFUvBfXFw,nonprofit;retirement_homes,Rose Villa,False,15036543171,13505 SE River Rd,,,Portland,97222,US,OR,"['13505 SE River Rd', 'Portland, OR 97222']",45.425482,-122.6459926
749,749,2U0eByisURarNoFmKT8KWQ,hospice;retirement_homes,Chestnut Lane,False,15036740364,1219 NE Sixth Street,,,Gresham,97030,US,OR,"['1219 NE Sixth Street', 'Gresham, OR 97030']",45.5017,-122.4198
752,752,8lb1VpHnFr5VXydyMlec5w,retirement_homes,RiverCrest Living,False,15032601490,309 Warner Milne Rd,,,Oregon City,97045,US,OR,"['309 Warner Milne Rd', 'Oregon City, OR 97045']",45.337070000000004,-122.59485600000001
753,753,-ZtVFxUwtoyJgn3aRfvFXw,retirement_homes;assistedliving,The Springs at Wilsonville,False,15035829414,7600 SW Vlahos Dr,,,Wilsonville,97070,US,OR,"['7600 SW Vlahos Dr', 'Wilsonville, OR 97070']",45.309669899999996,-122.75511999999999
755,755,U5OJ-eUTlarD-q-iC1kRWQ,retirement_homes,La Bella Vila,False,15034532564,6332 SW Haines St,,,Portland,97219,US,OR,"['6332 SW Haines St', 'Portland, OR 97219']",45.436710357665994,-122.742446899414
756,756,lUZdURXV5-B1Tsy3bH58ow,retirement_homes,Green Meadows Care Home,False,13608332485,26500 SE 5th St,,,Camas,98607,US,WA,"['26500 SE 5th St', 'Camas, WA 98607']",45.620213,-122.400925
758,758,v-gWt58dzh6c120EXiIrVg,retirement_homes;memorycare,McLoughlin Place Senior Living,False,15036553337,1153 Molalla Ave,,,Oregon City,97045,US,OR,"['1153 Molalla Ave', 'Oregon City, OR 97045']",45.338531,-122.5907945
765,765,Up4tnpzbdQG4Te17rLRsQg,retirement_homes,Brookdale Wilsonville,False,15034871524,8170 SW Vlahos Dr,,,Wilsonville,97070,US,OR,"['8170 SW Vlahos Dr', 'Wilsonville, OR 97070']",45.3095703,-122.75927730000001
766,766,gvGs22g1faZOO9Mn4NUK_A,retirement_homes,Firwood Gardens,False,15032520085,819 NE 122nd Ave,,,Portland,97230,US,OR,"['819 NE 122nd Ave', 'Portland, OR 97230']",45.528472900390604,-122.53849029541
767,767,VvQbmX2BxwZXdAew01FFfg,retirement_homes,Rainbow Vista,False,15036675575,1350 W Powell Blvd,,,Gresham,97030,US,OR,"['1350 W Powell Blvd', 'Gresham, OR 97030']",45.4966506958008,-122.44544219970699
769,769,gtNj9vg5GmLFDfbfreio-g,retirement_homes,Courtyard Village At Raleigh Hills,False,15032975500,4875 SW 78th Ave,,,Portland,97225,US,OR,"['4875 SW 78th Ave', 'Portland, OR 97225']",45.484349,-122.75823259999999
772,772,2dSB-HG9GFY9EH34i03A5w,retirement_homes,West Linn Adult Community Center,False,15035574704,1180 Rosemont Rd,,,West Linn,97068,US,OR,"['1180 Rosemont Rd', 'West Linn, OR 97068']",45.3697898,-122.6489377
775,775,kMPeQdpOCa_7GM_gcE_IjQ,retirement_homes,The Hazelwood Retirement Community,False,15032554757,11939 NE Davis St,,,Portland,97220,US,OR,"['11939 NE Davis St', 'Portland, OR 97220']",45.5244,-122.53953999999999
777,777,QNL_zZ_fL3zUn1pr-6Xf8w,retirement_homes,Gresham Manor,False,15034685524,2895 SE Powell Valley Rd,,,Gresham,97080,US,OR,"['2895 SE Powell Valley Rd', 'Gresham, OR 97080']",45.49344779999999,-122.40311229999999
779,779,7PVvHQYzdif5n6UVqrtmuA,retirement_homes,Homewoods On the Willamette,False,15036593600,17971 SE River Rd,,,Milwaukie,97267,US,OR,"['17971 SE River Rd', 'Milwaukie, OR 97267']",45.392497999999996,-122.62373600000001
781,781,NIw9iEZ4yOb1X0EyTQcIHA,retirement_homes,Holiday Retirement Corporate Office,False,18003220999,631 W Morse Blvd,,,Winter Park,32789,US,FL,"['631 W Morse Blvd', 'Winter Park, FL 32789']",28.597982000000002,-81.3570861577865
785,785,QguuzwLrrDDIu95FwercAA,retirement_homes,Laurelhurst House,False,15032345050,15 SE 55th Ave,,,Portland,97215,US,OR,"['15 SE 55th Ave', 'Portland, OR 97215']",45.522662624716794,-122.607574090362
786,786,amCPqkLowy9hl6JrCV7NOQ,retirement_homes,Hillside Senior Care,False,19712245151,14975 SE 131st Dr,,,Clackamas,97015,US,OR,"['14975 SE 131st Dr', 'Clackamas, OR 97015']",45.4142456054688,-122.529037475586
787,787,Qt9hOfmFAAH4lN9YhkCTVA,hospice;retirement_homes,Emeritus at Oswego Springs,False,15034871521,11552 SW Lesser Rd.,,,Portland,97219,US,OR,"['11552 SW Lesser Rd.', 'Portland, OR 97219']",45.44206,-122.737233
788,788,uHNnphMD-zqtmbehJOTvgA,hospice;retirement_homes,Brookdale River Valley Senior Living,False,15034054156,19200 SW 65th Ave,,,Tualatin,97062,US,OR,"['19200 SW 65th Ave', 'Tualatin, OR 97062']",45.38086,-122.74238000000001
820,820,8SZ7QAZNZ63UQDxGgZoaoA,retirement_homes,Brookside Landing,False,12084762000,431 Johnson Ave,,,Orofino,83544,US,ID,"['431 Johnson Ave', 'Orofino, ID 83544']",46.476589202880895,-116.25260925293001
